id,name,logo_image,name_kana,address,station_name,ktai_coupon,large_service_area_code,large_service_area_name,service_area_code,service_area_name,large_area_code,large_area_name,middle_area_code,middle_area_name,small_area_code,small_area_name,lat,lng,genre_code,genre_name,genre_catch,sub_genre_code,sub_genre_name,budget_code,budget_name,budget_average,budget_memo,catch,capacity,access,mobile_access,urls_pc,photo_pc_l,photo_pc_m,photo_pc_s,photo_mobile_l,photo_mobile_s,open,close,party_capacity,wifi,wedding,course,free_drink,free_food,private_room,horigotatsu,tatami,card,non_smoking,charter,ktai,parking,barrier_free,other_memo,sommelier,open_air,show,equipment,karaoke,band,tv,english,pet,child,lunch,midnight,shop_detail_memo,coupon_urls_pc,coupon_urls_sp,search_keyword
TempShop_22,中華厨房 谷口,,ちゅうかちゅうぼう たにぐち,大阪府大阪市阿倍野区阿倍野筋１−５−１,天王寺,1,SS20,関西,SA23,大阪,Z023,大阪,Y325,天王寺,X385,天王寺駅,34.6450964886,135.5115292799,G007,中華,ボリューム満点の本格中華料理！宴会にも♪(架空のお店です。実在しません。),G013,ラーメン,B001,1501～2000円,1000円,平日ランチ限定！日替わりに杏仁豆腐ｏｒコーヒー付きます。,1名からでもOK ゆっくり家族でお食事,55,ＪＲ天王寺駅徒歩１分　あべのキューズモール4F,JR天王寺駅徒歩1分 あべのキューズモール4F,,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_22.jpeg,,月～日、祝日、祝前日: 11:30～14:30 （料理L.O. 14:10 ドリンクL.O. 14:10）17:30～22:30 （料理L.O. 22:10 ドリンクL.O. 22:10）,なし,25,あり,ご相談ください。,あり,あり ：飲み放題１５００円で付けられます。,なし ：コース、単品料理のご用意です。,なし ：座敷席ご案内できます。お気軽にお声掛け下さい。,なし ：座敷席で、ゆっくりおくつろぎください。,あり ：4名×3/6名×4　２つのタイプがございます。座椅子ご用意できます。,利用可,全面禁煙,貸切不可 ：あらかじめご了承ください。,,あり ：キューズモールにて、お買い上げ金額に応じて駐車場サービスがございます。 ,なし ：何かご要望などございましたら、お店までお気軽にお問い合わせ下さいませ。,音響設備あります。,,,なし,,なし,不可,なし,なし,不可,お子様連れ歓迎 ：座敷席でゆっくりと♪お子様食器、お子様イスございます。,あり,営業していない,会社宴会や家族の会食に人気のお店です。コース3000円からご用意あります。,,,中華厨房 谷口ちゅうかちゅうぼう たにぐちチュウカチュウボウ タニグチ大阪府大阪市阿倍野区阿倍野筋１−５−１天王寺天王寺ボリューム満点の本格中華料理！宴会にも♪(架空のお店です。実在しません。)中華
TempShop_23,チャイニーズレストラン 上野,,ちゃいにーずれすとらん うえの,大阪府高石市西取石５−８−１２,富木,1,SS20,関西,SA23,大阪,Z023,大阪,Y350,堺・高石市・和泉市,XEJR,高石市,34.517503898,135.4451541173,G007,中華,中華レストラン(架空のお店です。実在しません。),G007,中華,B001,1501～2000円,800円(通常平均) ,お通し代：なし,こだわり餃子220円(税抜) 名物！焼めし400円(税抜),91,(電車)JR紀勢本線富木駅より車で5分以内/(お車)堺泉北有料道路取石ICより堺市街方面へ1km程度 ,(電車)JR紀勢本線富木駅より車で5分以内,,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_23.jpeg,,月～日、祝前日: 11:00～22:00,祝日,,なし,,なし,なし,なし,なし,なし,なし,利用不可,全面禁煙,貸切不可,,あり,なし,,,,なし,,なし,不可,なし,なし,不可,お子様連れOK,あり,営業していない,,,,チャイニーズレストラン 上野ちゃいにーずれすとらん うえのチャイニーズレストラン ウエノ大阪府高石市西取石５−８−１２富木堺・高石市・和泉市中華レストラン(架空のお店です。実在しません。)中華
TempShop_24,中国料理 高橋,,ちゅうごくろうり たかはし,大阪府大阪市淀川区塚本１−１７−１３,塚本,0,SS20,関西,SA23,大阪,Z023,大阪,Y360,江坂・西中島・新大阪・十三,XEK9,塚本,34.7130263965,135.469167646,G007,中華,中華レストラン(架空のお店です。実在しません。),G007,中華,B001,1501～2000円,800円(通常平均) ,お通し代：なし,こだわり餃子220円(税抜) 名物！焼めし400円(税抜),97,JR塚本駅東口から徒歩1分,JR塚本駅東口から徒歩1分,,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_24.jpeg,,月～日: 11:00～21:30,祝日、祝前日,,なし,,なし,なし,なし,なし,なし,なし,利用不可,禁煙席なし,貸切不可,,なし ：当店にはご用意がございません。,なし ：ご協力できることはさせて頂きます。,,,,なし,,なし,不可,なし,なし,不可,お子様連れOK,あり,営業していない,,,,中国料理 高橋ちゅうごくろうり たかはしチュウゴクロウリ タカハシ大阪府大阪市淀川区塚本１−１７−１３塚本江坂・西中島・新大阪・十三中華レストラン(架空のお店です。実在しません。)中華
TempShop_25,中国料理レストラン 山下,,ちゅうごくりょうりれすとらん やました,大阪府大阪市平野区加美西１−５−２７,加美,1,SS20,関西,SA23,大阪,Z023,大阪,Y361,東大阪市・八尾市・平野・大東市,XEKU,平野区,34.6252270918,135.5601679073,G013,ラーメン,駅すぐ♪中華＆ラーメンが美味なお店!(架空のお店です。実在しません。),G007,中華,B011,1001～1500円,1000円,,セットメニュー多数ご用意 アットホームな店内◎,20,JR関西本線加美駅出口またはJRおおさか東線新加美駅出口より徒歩約15分⇒国道25号線沿いパチンコブンエイ様と同敷地内,加美駅または新加美駅より徒歩約10分/車で約5分,,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_25.jpeg,,月～土、祝日、祝前日: 11:00～14:00 （料理L.O. 14:00 ドリンクL.O. 14:00）17:30～22:00 （料理L.O. 21:30 ドリンクL.O. 21:30）,日,,未確認,,あり,なし,なし,なし,なし,なし,利用不可,禁煙席なし,貸切可,,あり ：共有駐車場約100台あり！,なし ：車いす・ベビーカーでの入店は可能ですのでお気軽にお立ち寄りください。,,,,なし,,なし,不可,なし,なし,不可,お子様連れ歓迎,なし,営業していない,,,,中国料理レストラン 山下ちゅうごくりょうりれすとらん やましたチュウゴクリョウリレストラン ヤマシタ大阪府大阪市平野区加美西１−５−２７加美東大阪市・八尾市・平野・大東市駅すぐ♪中華＆ラーメンが美味なお店!(架空のお店です。実在しません。)ラーメン
TempShop_26,中華バル 竹内,,ちゅうかばる たけうち,大阪府堺市中区東山４３６,深井,0,SS20,関西,SA23,大阪,Z023,大阪,Y350,堺・高石市・和泉市,X403,深井,34.5208406125,135.5120570307,G007,中華,中華料理店(架空のお店です。実在しません。),G007,中華,B005,7001～10000円,3000円,,赤いテーブルクロス 明るい店内,80,泉北高速鉄道深井駅から南海バス高山徒歩1分,泉北高速鉄道深井駅から南海バス高山徒歩1分,,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_26.jpeg,,火～日、祝日、祝前日: 11:30～13:3017:30～22:00,月,80,なし,応相談,あり,あり,なし,なし,なし,なし,利用不可,全面禁煙,貸切不可,,あり ：共用駐車場約50台駐車可能です。,あり,,,,なし,,なし,不可,なし,なし,不可,お子様連れOK,あり,営業していない,,,,中華バル 竹内ちゅうかばる たけうちチュウカバル タケウチ大阪府堺市中区東山４３６深井堺・高石市・和泉市中華料理店(架空のお店です。実在しません。)中華
TempShop_27,中華 井上,,ちゅうか いのうえ,大阪府大阪市東淀川区豊新１−５−１７,上新庄,1,SS20,関西,SA23,大阪,Z023,大阪,Y360,江坂・西中島・新大阪・十三,XEK0,上新庄,34.7413660459,135.53340132,G007,中華,中華料理(架空のお店です。実在しません。),G009,アジア・エスニック料理,B001,1501～2000円,昼630円／夜800円,,家族団らん 窓側の席,54,阪急上新庄駅より南800m 市バス「東淀川警察署」そば,阪急上新庄駅より南800m 市バス「東淀川警察署」そば,,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_27.jpeg,,月、水～日、祝日、祝前日: 11:30～14:3017:30～22:00火: 11:30～14:30,混雑具合によって火曜日を1日お休みさせていただくことがございますのでお問い合わせください。,54,あり,応相談,あり,あり,なし,なし ：8～20人,なし,なし,利用不可,全面禁煙,貸切不可 ：30人～大型宴会などお気軽にご相談下さい,,あり,なし,,,,なし,,なし,不可,なし,なし,不可,お子様連れ歓迎,あり,営業している,,,,中華 井上ちゅうか いのうえチュウカ イノウエ大阪府大阪市東淀川区豊新１−５−１７上新庄江坂・西中島・新大阪・十三中華料理(架空のお店です。実在しません。)中華
TempShop_28,中華厨房 安藤,,ちゅうかちゅうぼう あんどう,大阪府東大阪市菱屋東１丁目１ー１７,若江岩田,0,SS20,関西,SA23,大阪,Z023,大阪,Y361,東大阪市・八尾市・平野・大東市,XELO,東大阪,34.6668673876,135.6093632943,G007,中華,中華(架空のお店です。実在しません。),G007,中華,B001,1501～2000円,昼1000円／夜2000円,,気軽に利用できる 豊富なセットメニュー,55,近鉄「若江岩田駅」から徒歩5分【駐車場完備★店前に2台】,近鉄「若江岩田駅」徒歩5分【駐車場完備★店前2台】,,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_28.jpeg,,月～日、祝日、祝前日: 11:00～22:30 （料理L.O. 22:00）,なし,,なし,,なし,なし,なし,なし,なし,なし,利用不可,禁煙席なし,貸切不可,,あり ：店の前に2台完備★,なし,,,,なし,,なし,不可,なし,なし,不可,お子様連れ歓迎,あり,営業している,,,,中華厨房 安藤ちゅうかちゅうぼう あんどうチュウカチュウボウ アンドウ大阪府東大阪市菱屋東１丁目１ー１７若江岩田東大阪市・八尾市・平野・大東市中華(架空のお店です。実在しません。)中華
TempShop_29,チャイニーズレストラン 藤本,,ちゃいにーずれすとらん ふじもと,大阪府大阪市北区大深町４−１,大阪,0,SS20,関西,SA23,大阪,Z023,大阪,Y300,梅田,XEMB,グランフロント・大阪駅北側,34.705375909,135.4945609523,G007,中華,中華レストラン(架空のお店です。実在しません。),G007,中華,B001,1501～2000円,800円(通常平均) ,お通し代：なし,こだわり餃子220円(税抜) 名物！焼めし400円(税抜),102,【グランフロント北館６Ｆ】ＪＲ 大阪駅 徒歩1分、阪急線 梅田駅 徒歩3分、地下鉄御堂筋線 梅田駅 北口 徒歩3分 ,"JR大阪駅徒歩1分,阪急線,御堂筋線 梅田駅徒歩3分",,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_29.jpeg,,月～日、祝日、祝前日: 11:15～22:00 （料理L.O. 21:30 ドリンクL.O. 21:30）,なし,,なし,,なし,なし,なし,なし,なし,なし,利用不可,全面禁煙,貸切不可,,なし ：近隣のコインパーキングをご利用下さい。,なし ：スタッフ一同全力でサポートさせていただきます。,,,,なし,,なし,不可,なし,なし,不可,お子様連れOK,あり,営業していない,,,,チャイニーズレストラン 藤本ちゃいにーずれすとらん ふじもとチャイニーズレストラン フジモト大阪府大阪市北区大深町４−１大阪梅田中華レストラン(架空のお店です。実在しません。)中華
TempShop_30,中国料理 大塚,,ちゅうごくろうり おおつか,大阪府豊中市新千里東町１−２−４,千里中央,1,SS20,関西,SA23,大阪,Z023,大阪,Y360,江坂・西中島・新大阪・十三,X425,千里中央,34.8080189389,135.4942197187,G007,中華,中華料理(架空のお店です。実在しません。),G007,中華,B001,1501～2000円,昼800円／夜1000円,,1人でも気軽に モットーを胸に,60,北大阪急行線、大阪モノレール 千里中央駅 徒歩3分 歓送迎会や各種宴会ご予約承り中！,北大阪急行線、大阪モノレール「千里中央駅」徒歩3分,,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_30.jpeg,,月～日、祝日、祝前日: 11:00～23:00 （料理L.O. 22:30）,元日のみ定休日,60,あり,応相談,なし,なし,なし,なし,なし,なし,利用不可,全面禁煙,貸切不可,,"あり ：共有有料149台 (税込3,000円以上のお会計で、イオンSENRITO駐車場1時間無料サービス券をお渡しします。)",あり ：車いすで入店可。※詳細はお店にお問い合わせ下さい。,ベビーチェア,,,なし,,なし,不可,なし,あり,不可,お子様連れ歓迎,あり,営業していない,,,,中国料理 大塚ちゅうごくろうり おおつかチュウゴクロウリ オオツカ大阪府豊中市新千里東町１−２−４千里中央江坂・西中島・新大阪・十三中華料理(架空のお店です。実在しません。)中華
TempShop_31,中国料理レストラン 増田,,ちゅうごくりょうりれすとらん ますだ,東京都千代田区九段南３−７−１１,市ケ谷,0,SS10,関東,SA11,東京,Z011,東京,Y013,四ツ谷・麹町・市ヶ谷・九段下,X074,市ヶ谷,35.6917194633,139.7389734047,G007,中華,中華　四川料理　ランチ　ディナー　宴会(架空のお店です。実在しません。),G007,中華,B003,3001～4000円,ランチ880円/ディナー3500円/宴会4500円,お問い合わせください。,本場の味を再現 ◆コロナ対策実施店舗,54,JR市ヶ谷駅　徒歩3分/地下鉄＆都営市ヶ谷駅　徒歩1分,JR市ヶ谷駅 徒歩3分/地下鉄&都営市ヶ谷駅 徒歩1分,,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_31.jpeg,,月、水～日、祝日、祝前日: 11:30～14:30 （料理L.O. 14:00 ドリンクL.O. 14:00）17:30～22:30 （料理L.O. 22:00 ドリンクL.O. 22:00）,火,65,未確認,お問合せ下さい,あり,あり ：コース、セレクトプランにてご用意しております。,なし,あり ：丸テーブルの個室をご用意,なし ：ございません。,なし ：ございません。,利用可,全面禁煙,貸切可 ：45から65名※詳しくはお問い合わせください。,,なし ：近隣にコインパーキングがございます♪,なし,中国語メニューあり/中国語を話せるスタッフがいます★,,,なし,,なし,不可,あり,なし,不可,お子様連れ歓迎,あり,営業していない,詳しくはお問い合わせください。,,,中国料理レストラン 増田ちゅうごくりょうりれすとらん ますだチュウゴクリョウリレストラン マスダ東京都千代田区九段南３−７−１１市ケ谷四ツ谷・麹町・市ヶ谷・九段下中華　四川料理　ランチ　ディナー　宴会(架空のお店です。実在しません。)中華
TempShop_32,中華バル 西村,,ちゅうかばる にしむら,東京都渋谷区恵比寿１丁目１４−２１,恵比寿,0,SS10,関東,SA11,東京,Z011,東京,Y040,恵比寿・中目黒・代官山・広尾,X115,恵比寿,35.6458539973,139.7154044692,G001,居酒屋,串焼と創作中華料理のお店★旨い！安い！　(架空のお店です。実在しません。),G004,和食,B003,3001～4000円,単品飲み放題980円～　飲み放題付き宴会コース3000円～,お通し代380円（コース※食事は除く）,【コロナ対策実施店舗】 飲放付きコース3500円～♪,88,恵比寿駅徒歩5分！,恵比寿駅徒歩5分!,,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_32.jpeg,,月～日、祝日、祝前日: 11:00～15:00 （料理L.O. 14:30 ドリンクL.O. 14:30）16:00～23:00 （料理L.O. 22:30 ドリンクL.O. 22:30）,不定休,80,あり,結婚式二次会、宴会、歓迎会、送別会、同窓会、接待など各種宴会もご相談ください,あり,あり ：単品飲み放980円からご用意しております。,あり ：しゃぶしゃぶ鍋　飲茶　など食べ飲み放題プランご用意しております。,あり ：最大１２名様用完全個室ございます,あり ：2名様～12様迄OK,あり ：堀こたつ座敷ございます,利用可,全面禁煙,貸切可 ：最大80名様貸切可能,,なし,なし,HDMI端末、マイク、貸切,,,なし,,なし,不可,なし,あり,可,お子様連れ歓迎 ：ご家族でゆったりお楽しみ頂けるソファ席も用意しております。全面禁煙ですので、安心してお食事できます。,あり,営業していない,,,,中華バル 西村ちゅうかばる にしむらチュウカバル ニシムラ東京都渋谷区恵比寿１丁目１４−２１恵比寿恵比寿・中目黒・代官山・広尾串焼と創作中華料理のお店★旨い！安い！　(架空のお店です。実在しません。)居酒屋
TempShop_33,中華 石井,,ちゅうか いしい,東京都千代田区九段南３−３−１,市ケ谷,0,SS10,関東,SA11,東京,Z011,東京,Y013,四ツ谷・麹町・市ヶ谷・九段下,X074,市ヶ谷,35.6919722739,139.7412676441,G007,中華,本格中華を気軽にリーズナブルに楽しむお店(架空のお店です。実在しません。),G001,居酒屋,B002,2001～3000円,ランチ950円　/ディナー3000円,,[コロナ対策実施店舗] 飲み放題付コース3500円,42,JR市ヶ谷駅　徒歩5分／地下鉄有楽町線市ヶ谷駅　徒歩5分／地下鉄都営新宿線市ヶ谷駅　徒歩3分　,JR市ヶ谷駅 徒歩5分/地下鉄有楽町線 市ヶ谷駅徒歩5分,,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_33.jpeg,,月～金、祝前日: 11:00～15:0017:00～22:00 （料理L.O. 21:00 ドリンクL.O. 21:00）土、日、祝日: 11:00～15:3017:00～22:00 （料理L.O. 21:00 ドリンクL.O. 21:00）,毎日営業しております！！,42,あり,,あり,あり,あり,なし,なし,なし,利用可,全面禁煙,貸切不可,,なし ：近隣にコインパーキングがございます。,なし ：お店にご相談下さい。,,,,なし,,なし,不可,なし,あり,不可,お子様連れ歓迎,あり,営業していない,,,,中華 石井ちゅうか いしいチュウカ イシイ東京都千代田区九段南３−３−１市ケ谷四ツ谷・麹町・市ヶ谷・九段下本格中華を気軽にリーズナブルに楽しむお店(架空のお店です。実在しません。)中華
TempShop_34,中国料理 青木,,ちゅうごくろうり あおき,東京都荒川区西尾久７丁目３７ー１,荒川車庫前,0,SS10,関東,SA11,東京,Z011,東京,Y016,北千住・日暮里・葛飾・荒川,XA4Q,荒川区その他,35.7511453288,139.7515874413,G007,中華,くつろぎ空間で楽しめる体に優しい中華料理(架空のお店です。実在しません。),G003,創作料理,B003,3001～4000円,3800円,お通し代330円(税込み）頂いております,個別盛りコースございます 広めのお席をご案内★,50,荒川車庫前駅から107m,荒川車庫前駅から107m,,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_34.jpeg,,月～日、祝日、祝前日: 17:00～23:00 （料理L.O. 22:00 ドリンクL.O. 22:00）,不定休（主に日・月・祝）,50,あり,歓迎！テラスを使ったお洒落なウェディング・二次会はいかがですか？プラン3500円～,あり,あり ：2000円／120分、1500円/90分,あり,あり ：半個室のソファー席×４,なし ：掘り炬燵はございません,なし ：お座敷はございません,利用可,全面禁煙,貸切可 ：テラススペースの貸切は20名様～、店内貸切は40名様～,,なし,なし,ご不明点はお気軽にご相談ください。,,,あり,,なし,不可,なし,あり,可,お子様連れOK ：お子様連れもどうぞ,なし,営業していない,当日にキャンセルされた場合、ドリンク飲み放題以外のお料理代、全額頂きます。ご了承くださいませ。,,,中国料理 青木ちゅうごくろうり あおきチュウゴクロウリ アオキ東京都荒川区西尾久７丁目３７ー１荒川車庫前北千住・日暮里・葛飾・荒川くつろぎ空間で楽しめる体に優しい中華料理(架空のお店です。実在しません。)中華
TempShop_35,中国料理レストラン 上田,,ちゅうごくりょうりれすとらん うえだ,東京都江東区東陽５−３−１,東陽町,1,SS10,関東,SA11,東京,Z011,東京,Y018,門前仲町・東陽町・木場・葛西,X199,東陽町,35.6743762439,139.8156009279,G007,中華,個室×ランチ×中華(架空のお店です。実在しません。),G001,居酒屋,B002,2001～3000円,昼1000円/夜2500円　【全席個室あり】,飲み放題付コースがお得です！ご不明な点はお問合せください！,ちょっと贅沢なランチに♪ 個室だから安心安全,171,東京メトロ東陽町駅徒歩13分,東京メトロ東陽町駅徒歩13分,,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_35.jpeg,,月～日、祝日、祝前日: 11:00～15:00 （料理L.O. 14:30 ドリンクL.O. 14:30）17:00～22:00 （料理L.O. 21:30 ドリンクL.O. 21:30）,第1、第3、第5の木曜日はディナーはお休み致します。祝日の場合はお電話でのご確認願います。,70,なし,ご相談ください。,あり,あり ：コースに＋1500円(税抜)／＋2000円(税抜)で120分飲み放題付に,なし ：食べ放題はございませんが、ボリュームあるコースをご用意しております。,あり ：2名～最大70名様迄個室ご用意しております。,あり ：1F：掘り炬燵席ご用意しております。,あり ：2F：お座敷ご用意しております。,利用可,全面禁煙,貸切可 ：各フロア貸切OK！詳細はお気軽に店舗までご相談ください。,,あり ：800台(共有),あり,飲み放題付コースご用意しております。大人数のご予約承ります。,,,なし,,なし,不可,あり,なし,不可,お子様連れ歓迎 ：【個室◎】ファミリー大歓迎。,あり,営業していない,各種ご宴会に飲み放題付コース3500円(税抜)～ご用意。,,,中国料理レストラン 上田ちゅうごくりょうりれすとらん うえだチュウゴクリョウリレストラン ウエダ東京都江東区東陽５−３−１東陽町門前仲町・東陽町・木場・葛西個室×ランチ×中華(架空のお店です。実在しません。)中華
TempShop_36,中華バル 藤井,,ちゅうかばる ふじい,東京都昭島市昭和町１−１−１１,昭島,0,SS10,関東,SA11,東京,Z011,東京,Y089,青梅・昭島・小作・青梅線沿線,XA7H,昭島,35.712721502,139.3617666337,G007,中華,駅近のオシャレな店内で本格中華を楽しむ◎(架空のお店です。実在しません。),G005,洋食,B001,1501～2000円,ランチ：800円　通常：1750円　宴会：3500円,チャージ料やお通し代等はございません。,カジュアル中華を手頃に♪ お会計から10％OFFでお得,24,昭島駅より徒歩3分,昭島駅より徒歩3分,,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_36.jpeg,,月、火、木～日、祝日、祝前日: 11:00～14:00 （料理L.O. 13:30 ドリンクL.O. 13:30）17:30～21:00 （料理L.O. 20:30 ドリンクL.O. 20:00）,水,26,なし,★ご宴会も大歓迎★お気軽にお問い合わせください。,あり,あり ：コースご予約のお客様のみ承ります！,なし,なし,なし,なし,利用可,全面禁煙,貸切可,,なし ：お近くのコインパーキングをお使いください。,なし,,,,なし,,なし,不可,なし,なし,不可,お子様連れOK,あり,営業していない,ケーキの持ち込みは可能です◎お気軽にご相談ください。,,,中華バル 藤井ちゅうかばる ふじいチュウカバル フジイ東京都昭島市昭和町１−１−１１昭島青梅・昭島・小作・青梅線沿線駅近のオシャレな店内で本格中華を楽しむ◎(架空のお店です。実在しません。)中華
TempShop_37,中華 坂本,,ちゅうか さかもと,東京都世田谷区太子堂１−２６−２７,三軒茶屋,0,SS10,関東,SA11,東京,Z011,東京,Y073,池尻大橋・三軒茶屋・駒沢大学,X137,三軒茶屋,35.64231435,139.6720324626,G007,中華,地域の皆様に愛される本格中華　(架空のお店です。実在しません。),G007,中華,B004,5001～7000円,６０００円～７０００円,,【感染予防対策実施！】 【仲間と楽しめる空間！】,120,三軒茶屋駅徒歩3分（栄通り商店街先：三軒茶屋駅から253m）,三軒茶屋駅徒歩3分(栄通り商店街先),,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_37.jpeg,,月、水～日、祝日、祝前日: 11:30～14:30 （料理L.O. 14:00 ドリンクL.O. 14:00）17:00～21:30 （料理L.O. 21:00 ドリンクL.O. 21:00）,火,56,なし,,あり,あり,あり,あり,あり,あり,利用可,全面禁煙,貸切可,,なし ：近隣のコインパーキングをご利用下さい。,あり ：車椅子での入店可、他詳細は店舗までお問合せ下さい。,,,,なし,,なし,不可,なし,なし,不可,お子様連れOK,あり,営業していない,,,,中華 坂本ちゅうか さかもとチュウカ サカモト東京都世田谷区太子堂１−２６−２７三軒茶屋池尻大橋・三軒茶屋・駒沢大学地域の皆様に愛される本格中華　(架空のお店です。実在しません。)中華
TempShop_38,酒家 加藤,,しゅか かとう,東京都江東区富岡１−１５−９,門前仲町,1,SS10,関東,SA11,東京,Z011,東京,Y018,門前仲町・東陽町・木場・葛西,X197,門前仲町,35.6698640965,139.7994305374,G007,中華,プロレスラーも多数来店する中華屋さん☆(架空のお店です。実在しません。),G001,居酒屋,B001,1501～2000円,ランチ平均：750円　通常平均：1800円　宴会平均：3500円,お通し代が頂戴いたしません。店内メニューは税込価格です。,テイクアウトOKです！ ワンコイン丼あり♪,9,地下鉄東西線 門前仲町駅 徒歩4分 ,地下鉄東西線 門前仲町駅 徒歩4分 ,,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_38.jpeg,,月～土、祝前日: 11:30～14:00 （料理L.O. 13:30 ドリンクL.O. 13:30）17:30～23:00 （料理L.O. 22:30 ドリンクL.O. 22:30）日、祝日: 11:30～14:00 （料理L.O. 13:30 ドリンクL.O. 13:30）17:30～22:00 （料理L.O. 21:30 ドリンクL.O. 21:30）,3月より第二、第四土、日曜日。日曜日の昼営業はお休みいただきます。臨時休営は随時連絡致します。,19,なし,ご宴会大歓迎☆コースも承っておりますので、お気軽にお問い合わせください。,あり,あり ：コースをご予約のお客様のみご利用いただけます。,なし,なし,なし,なし,利用不可,全面禁煙,貸切可 ：8～19名様まで貸切可能です！立食ならそれ以上でも承りますので、お気軽にお問い合わせください。,,なし ：近隣のコインパーキングをご利用ください,なし ：ご不便な点が御座いましたら、お手伝いいたしますのでお気軽にスタッフまでお声掛けください。,,,,なし,,なし,不可,なし,あり,不可,お子様連れOK ：ランチタイムは禁煙です☆,あり,営業していない,,,,酒家 加藤しゅか かとうシュカ カトウ東京都江東区富岡１−１５−９門前仲町門前仲町・東陽町・木場・葛西プロレスラーも多数来店する中華屋さん☆(架空のお店です。実在しません。)中華
TempShop_39,中華厨房 丸山,,ちゅうかちゅうぼう まるやま,東京都千代田区丸の内１−９−２,東京,0,SS10,関東,SA11,東京,Z011,東京,Y010,東京・大手町・日本橋・人形町,X040,八重洲,35.6802423787,139.7685066349,G007,中華,中華もラーメンも！飲み放題コースもご用意(架空のお店です。実在しません。),G013,ラーメン,B001,1501～2000円,1000,,調味料にも独自の味付け☆ テイクアウトでお弁当☆,33,ＪＲ東京駅改札外地下街・八重洲中央口地下１階 グランルーフフロント内。東京駅から138m,JR東京駅改札外地下街・八重洲中央口から徒歩3分,,,,,https://ippin-bucket-dev.s3-ap-northeast-1.amazonaws.com/TemporaryShops/photo/mobile/l/TempShop_39.jpeg,,月～土、祝日、祝前日: 11:30～14:00 （料理L.O. 14:00 ドリンクL.O. 14:00）17:00～20:00 （料理L.O. 19:30 ドリンクL.O. 19:00）,日,25,あり,,あり,あり,あり,なし,なし,あり,利用不可,全面禁煙,貸切可,,あり ：八重洲地下駐車場、八重洲パーグング東口、西口3000円以上飲食にて2時間まで無料。,なし,,,,なし,,なし,不可,なし,なし,不可,お子様連れOK,なし,営業していない,,,,中華厨房 丸山ちゅうかちゅうぼう まるやまチュウカチュウボウ マルヤマ東京都千代田区丸の内１−９−２東京東京・大手町・日本橋・人形町中華もラーメンも！飲み放題コースもご用意(架空のお店です。実在しません。)中華
